team,odds,week
+195,-240,6
-180,150,6
+110,-130,6
+350,-450,6
+110,-130,6
-280,230,6
+200,-245,6
-115,-105,6
+235,-290,6
-155,130,6
-160,135,6
-170,145,6
-270,220,6
-185,155,6
-140,120,6
+225,-275,6
