team,odds,week
+110,-130,9
+350,-450,9
-315,255,9
-130,110,9
+125,-150,9
+320,-400,9
-180,150,9
+140,-165,9
+225,-275,9
-110,-110,9
+275,-350,9
-110,-110,9
-180,150,9
+210,-260,9
+350,-450,9
-125,105,9
