Record,Correct,Wrong,Percent,week
117-62,117,62,0.6536312849162011,12
112-67,112,67,0.6256983240223464,12
126-62,126,62,0.6702127659574468,13
141-54,141,54,0.7230769230769231,13
133-62,133,62,0.6820512820512821,13
134-61,134,61,0.6871794871794872,13
126-69,126,69,0.6461538461538462,13
117-78,117,78,0.6,13
124-71,124,71,0.6358974358974359,13
129-66,129,66,0.6615384615384615,13
128-67,128,67,0.6564102564102564,13
133-62,133,62,0.6820512820512821,13
124-71,124,71,0.6358974358974359,13
136-65,136,65,0.6766169154228856,14
151-57,151,57,0.7259615384615384,14
143-65,143,65,0.6875,14
142-66,142,66,0.6826923076923077,14
134-74,134,74,0.6442307692307693,14
125-83,125,83,0.6009615384615384,14
133-75,133,75,0.6394230769230769,14
140-68,140,68,0.6730769230769231,14
138-70,138,70,0.6634615384615384,14
143-65,143,65,0.6875,14
132-76,132,76,0.6346153846153846,14
150-67,150,67,0.6912442396313364,15
165-59,165,59,0.7366071428571429,15
153-71,153,71,0.6830357142857143,15
154-70,154,70,0.6875,15
149-75,149,75,0.6651785714285714,15
136-88,136,88,0.6071428571428571,15
145-79,145,79,0.6473214285714286,15
151-73,151,73,0.6741071428571429,15
152-72,152,72,0.6785714285714286,15
156-68,156,68,0.6964285714285714,15
146-78,146,78,0.6517857142857143,15
161-72,161,72,0.6909871244635193,16
176-64,176,64,0.7333333333333333,16
164-76,164,76,0.6833333333333333,16
162-78,162,78,0.675,16
158-82,158,82,0.6583333333333333,16
146-94,146,94,0.6083333333333333,16
156-84,156,84,0.65,16
161-79,161,79,0.6708333333333333,16
164-76,164,76,0.6833333333333333,16
168-72,168,72,0.7,16
155-85,155,85,0.6458333333333334,16
174-75,174,75,0.6987951807228916,17
189-67,189,67,0.73828125,17
178-78,178,78,0.6953125,17
174-82,174,82,0.6796875,17
171-85,171,85,0.66796875,17
158-98,158,98,0.6171875,17
171-85,171,85,0.66796875,17
176-80,176,80,0.6875,17
178-78,178,78,0.6953125,17
180-76,180,76,0.703125,17
163-93,163,93,0.63671875,17
183-82,183,82,0.690566037735849,18
200-72,200,72,0.7352941176470589,18
190-82,190,82,0.6985294117647058,18
184-88,184,88,0.6764705882352942,18
180-92,180,92,0.6617647058823529,18
170-102,170,102,0.625,18
180-92,180,92,0.6617647058823529,18
187-85,187,85,0.6875,18
190-82,190,82,0.6985294117647058,18
189-83,189,83,0.6948529411764706,18
174-98,174,98,0.6397058823529411,18
186-85,186,85,0.6863468634686347,19
205-73,205,73,0.737410071942446,19
193-85,193,85,0.6942446043165468,19
186-92,186,92,0.6690647482014388,19
185-93,185,93,0.6654676258992805,19
175-103,175,103,0.6294964028776978,19
183-95,183,95,0.658273381294964,19
191-87,191,87,0.6870503597122302,19
194-84,194,84,0.697841726618705,19
193-85,193,85,0.6942446043165468,19
177-101,177,101,0.6366906474820144,19
191-90,191,90,0.6797153024911032,20
212-76,212,76,0.7361111111111112,20
198-90,198,90,0.6875,20
190-98,190,98,0.6597222222222222,20
192-96,192,96,0.6666666666666666,20
181-107,181,107,0.6284722222222222,20
189-99,189,99,0.65625,20
197-91,197,91,0.6840277777777778,20
201-87,201,87,0.6979166666666666,20
199-89,199,89,0.6909722222222222,20
182-106,182,106,0.6319444444444444,20
197-96,197,96,0.6723549488054608,21
221-79,221,79,0.7366666666666667,21
204-96,204,96,0.68,21
195-105,195,105,0.65,21
200-100,200,100,0.6666666666666666,21
187-113,187,113,0.6233333333333333,21
196-104,196,104,0.6533333333333333,21
203-97,203,97,0.6766666666666666,21
209-91,209,91,0.6966666666666667,21
205-95,205,95,0.6833333333333333,21
188-112,188,112,0.6266666666666667,21
