team,odds,week
-200,165,12
-380,300,12
+425,-578,12
-602,450,12
-230,190,12
-180,150,12
+270,-340,12
+310,-391,12
-245,200,12
+115,-135,12
-110,-110,12
-160,135,12
-155,130,12
