Record,Correct,Wrong,Percent,week
13-3,13,3,0.8125,13
13-3,13,3,0.8125,13
16-0,16,0,1,13
12-4,12,4,0.75,13
10-3,10,3,0.7692307692307693,14
10-3,10,3,0.7692307692307693,14
10-3,10,3,0.7692307692307693,14
8-5,8,5,0.6153846153846154,14
8-5,8,5,0.6153846153846154,14
8-5,8,5,0.6153846153846154,14
9-4,9,4,0.6923076923076923,14
11-2,11,2,0.8461538461538461,14
10-3,10,3,0.7692307692307693,14
10-3,10,3,0.7692307692307693,14
8-5,8,5,0.6153846153846154,14
14-2,14,2,0.875,15
14-2,14,2,0.875,15
10-6,10,6,0.625,15
12-4,12,4,0.75,15
15-1,15,1,0.9375,15
11-5,11,5,0.6875,15
12-4,12,4,0.75,15
11-5,11,5,0.6875,15
14-2,14,2,0.875,15
13-3,13,3,0.8125,15
14-2,14,2,0.875,15
11-5,11,5,0.6875,16
11-5,11,5,0.6875,16
11-5,11,5,0.6875,16
8-8,8,8,0.5,16
9-7,9,7,0.5625,16
10-6,10,6,0.625,16
11-5,11,5,0.6875,16
10-6,10,6,0.625,16
12-4,12,4,0.75,16
12-4,12,4,0.75,16
9-7,9,7,0.5625,16
13-3,13,3,0.8125,17
13-3,13,3,0.8125,17
14-2,14,2,0.875,17
12-4,12,4,0.75,17
13-3,13,3,0.8125,17
12-4,12,4,0.75,17
15-1,15,1,0.9375,17
15-1,15,1,0.9375,17
14-2,14,2,0.875,17
12-4,12,4,0.75,17
8-8,8,8,0.5,17
9-7,9,7,0.5625,18
11-5,11,5,0.6875,18
12-4,12,4,0.75,18
10-6,10,6,0.625,18
9-7,9,7,0.5625,18
12-4,12,4,0.75,18
9-7,9,7,0.5625,18
11-5,11,5,0.6875,18
12-4,12,4,0.75,18
9-7,9,7,0.5625,18
11-5,11,5,0.6875,18
3-3,3,3,0.5,19
5-1,5,1,0.8333333333333334,19
3-3,3,3,0.5,19
2-4,2,4,0.3333333333333333,19
5-1,5,1,0.8333333333333334,19
5-1,5,1,0.8333333333333334,19
3-3,3,3,0.5,19
4-2,4,2,0.6666666666666666,19
4-2,4,2,0.6666666666666666,19
4-2,4,2,0.6666666666666666,19
3-3,3,3,0.5,19
2-2,2,2,0.5,20
2-2,2,2,0.5,20
2-2,2,2,0.5,20
2-2,2,2,0.5,20
2-2,2,2,0.5,20
1-3,1,3,0.25,20
3-1,3,1,0.75,20
2-2,2,2,0.5,20
3-1,3,1,0.75,20
2-2,2,2,0.5,20
2-2,2,2,0.5,20
1-1,1,1,0.5,21
2-0,2,0,1,21
1-1,1,1,0.5,21
1-1,1,1,0.5,21
1-1,1,1,0.5,21
0-2,0,2,0,21
1-1,1,1,0.5,21
0-2,0,2,0,21
1-1,1,1,0.5,21
0-2,0,2,0,21
1-1,1,1,0.5,21
