team,odds,week
Falcons,200,3
Eagles,-245,3
Patriots,235,3
Jets,-290,3
Bears,105,3
Colts,-125,3
Chargers,110,3
Steelers,-130,3
Broncos,245,3
Buccaneers,-305,3
Eagles,-115,3
Saints,-105,3
Texans,-140,3
Vikings,120,3
Packers,130,3
Titans,-155,3
Giants,235,3
Browns,-290,3
Panthers,205,3
Raiders,-250,3
Dolphins,205,3
Seahawks,-250,3
Lions,-155,3
Cardinals,130,3
Ravens,-115,3
Cowboys,-105,3
49ers,-350,3
Rams,275,3
Chiefs,-220,3
Falcons,180,3
Jaguars,210,3
Bills,-260,3
