team,odds,week
+155,-185,14
+195,-240,14
+500,-699,14
+220,-270,14
+265,-330,14
+165,-200,14
-230,190,14
+240,-300,14
+130,-155,14
+165,-200,14
-210,175,14
+165,-200,14
-245,200,14
