team,odds,week
+220,-270,10
-225,185,10
-180,150,10
-210,175,10
-210,175,10
+240,-300,10
+115,-135,10
+350,-450,10
-250,205,10
+310,-391,10
+100,-120,10
-370,290,10
-170,145,10
+115,-135,10
