team,odds,week
-220,180,8
-115,-105,8
-160,135,8
+145,-170,8
+125,-150,8
-500,375,8
-220,180,8
+220,-270,8
-330,265,8
+125,-150,8
+450,-599,8
-165,140,8
+280,-360,8
+320,-400,8
-150,125,8
-526,390,8
+185,-225,8
+230,-280,8
